crawl_time,area_id,district,filter_type,filter_name,page,url,status,new_count
2026-07-01T19:45:06,4,南岸,room,四室,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=4&fang=4,ok,6
2026-07-01T19:45:07,4,南岸,room,四室,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=4&fang=4,ok,3
2026-07-01T19:45:08,4,南岸,room,四室,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=4&fang=4,ok,3
2026-07-01T19:45:09,4,南岸,room,四室,16,https://m.daojiale.com/cq/ershoufangPage?pageNo=16&areaId=4&fang=4,ok,1
2026-07-01T19:45:10,4,南岸,room,四室,17,https://m.daojiale.com/cq/ershoufangPage?pageNo=17&areaId=4&fang=4,ok,6
2026-07-01T19:45:11,4,南岸,room,四室,18,https://m.daojiale.com/cq/ershoufangPage?pageNo=18&areaId=4&fang=4,ok,9
2026-07-01T19:45:12,4,南岸,room,四室,19,https://m.daojiale.com/cq/ershoufangPage?pageNo=19&areaId=4&fang=4,ok,12
2026-07-01T19:45:14,4,南岸,room,四室,20,https://m.daojiale.com/cq/ershoufangPage?pageNo=20&areaId=4&fang=4,ok,11
2026-07-01T19:45:15,4,南岸,room,四室,21,https://m.daojiale.com/cq/ershoufangPage?pageNo=21&areaId=4&fang=4,ok,10
2026-07-01T19:45:16,4,南岸,room,四室,22,https://m.daojiale.com/cq/ershoufangPage?pageNo=22&areaId=4&fang=4,ok,11
2026-07-01T19:45:17,4,南岸,room,四室,23,https://m.daojiale.com/cq/ershoufangPage?pageNo=23&areaId=4&fang=4,ok,9
2026-07-01T19:45:18,4,南岸,room,四室,24,https://m.daojiale.com/cq/ershoufangPage?pageNo=24&areaId=4&fang=4,ok,9
2026-07-01T19:45:19,4,南岸,room,四室,25,https://m.daojiale.com/cq/ershoufangPage?pageNo=25&areaId=4&fang=4,ok,7
2026-07-01T19:45:20,4,南岸,room,四室,26,https://m.daojiale.com/cq/ershoufangPage?pageNo=26&areaId=4&fang=4,ok,6
2026-07-01T19:45:21,4,南岸,room,四室,27,https://m.daojiale.com/cq/ershoufangPage?pageNo=27&areaId=4&fang=4,ok,8
2026-07-01T19:45:23,4,南岸,room,四室,28,https://m.daojiale.com/cq/ershoufangPage?pageNo=28&areaId=4&fang=4,ok,6
2026-07-01T19:45:24,4,南岸,room,四室,29,https://m.daojiale.com/cq/ershoufangPage?pageNo=29&areaId=4&fang=4,ok,11
2026-07-01T19:45:25,4,南岸,room,四室,30,https://m.daojiale.com/cq/ershoufangPage?pageNo=30&areaId=4&fang=4,ok,9
2026-07-01T19:45:26,4,南岸,room,五室及以上,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&fang=5,ok,2
2026-07-01T19:45:27,4,南岸,room,五室及以上,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&fang=5,ok,1
2026-07-01T19:45:28,4,南岸,room,五室及以上,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&fang=5,ok,3
2026-07-01T19:45:29,4,南岸,room,五室及以上,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=4&fang=5,ok,4
2026-07-01T19:45:30,4,南岸,room,五室及以上,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=4&fang=5,ok,5
2026-07-01T19:45:31,4,南岸,room,五室及以上,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=4&fang=5,ok,2
2026-07-01T19:45:33,4,南岸,room,五室及以上,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=4&fang=5,ok,5
2026-07-01T19:45:34,4,南岸,room,五室及以上,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=4&fang=5,ok,10
2026-07-01T19:45:35,4,南岸,room,五室及以上,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=4&fang=5,ok,11
2026-07-01T19:45:36,4,南岸,room,五室及以上,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=4&fang=5,ok,7
2026-07-01T19:45:37,4,南岸,room,五室及以上,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=4&fang=5,ok,9
2026-07-01T19:45:38,4,南岸,room,五室及以上,12,https://m.daojiale.com/cq/ershoufangPage?pageNo=12&areaId=4&fang=5,ok,5
2026-07-01T19:45:39,4,南岸,room,五室及以上,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=4&fang=5,ok,13
2026-07-01T19:45:40,4,南岸,room,五室及以上,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=4&fang=5,ok,12
2026-07-01T19:45:42,4,南岸,room,五室及以上,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=4&fang=5,ok,14
2026-07-01T19:45:43,4,南岸,room,五室及以上,16,https://m.daojiale.com/cq/ershoufangPage?pageNo=16&areaId=4&fang=5,ok,9
2026-07-01T19:45:44,4,南岸,room,五室及以上,17,https://m.daojiale.com/cq/ershoufangPage?pageNo=17&areaId=4&fang=5,ok,10
2026-07-01T19:45:45,4,南岸,room,五室及以上,18,https://m.daojiale.com/cq/ershoufangPage?pageNo=18&areaId=4&fang=5,ok,15
2026-07-01T19:45:46,4,南岸,room,五室及以上,19,https://m.daojiale.com/cq/ershoufangPage?pageNo=19&areaId=4&fang=5,ok,8
2026-07-01T19:45:47,4,南岸,room,五室及以上,20,https://m.daojiale.com/cq/ershoufangPage?pageNo=20&areaId=4&fang=5,ok,11
2026-07-01T19:45:48,4,南岸,room,五室及以上,21,https://m.daojiale.com/cq/ershoufangPage?pageNo=21&areaId=4&fang=5,ok,14
2026-07-01T19:45:49,4,南岸,room,五室及以上,22,https://m.daojiale.com/cq/ershoufangPage?pageNo=22&areaId=4&fang=5,ok,12
2026-07-01T19:45:50,4,南岸,room,五室及以上,23,https://m.daojiale.com/cq/ershoufangPage?pageNo=23&areaId=4&fang=5,ok,15
2026-07-01T19:45:52,4,南岸,room,五室及以上,24,https://m.daojiale.com/cq/ershoufangPage?pageNo=24&areaId=4&fang=5,ok,20
2026-07-01T19:45:53,4,南岸,room,五室及以上,25,https://m.daojiale.com/cq/ershoufangPage?pageNo=25&areaId=4&fang=5,ok,20
2026-07-01T19:45:54,4,南岸,room,五室及以上,26,https://m.daojiale.com/cq/ershoufangPage?pageNo=26&areaId=4&fang=5,ok,20
2026-07-01T19:45:55,4,南岸,room,五室及以上,27,https://m.daojiale.com/cq/ershoufangPage?pageNo=27&areaId=4&fang=5,ok,20
2026-07-01T19:45:56,4,南岸,room,五室及以上,28,https://m.daojiale.com/cq/ershoufangPage?pageNo=28&areaId=4&fang=5,ok,20
2026-07-01T19:45:57,4,南岸,room,五室及以上,29,https://m.daojiale.com/cq/ershoufangPage?pageNo=29&areaId=4&fang=5,ok,3
2026-07-01T19:45:58,4,南岸,area,60㎡以下,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&builtArea=0-60,ok,0
2026-07-01T19:45:59,4,南岸,area,60㎡以下,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&builtArea=0-60,ok,9
2026-07-01T19:46:00,4,南岸,area,60㎡以下,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:02,4,南岸,area,60㎡以下,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:03,4,南岸,area,60㎡以下,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=4&builtArea=0-60,ok,9
2026-07-01T19:46:04,4,南岸,area,60㎡以下,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=4&builtArea=0-60,ok,11
2026-07-01T19:46:05,4,南岸,area,60㎡以下,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=4&builtArea=0-60,ok,12
2026-07-01T19:46:06,4,南岸,area,60㎡以下,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:07,4,南岸,area,60㎡以下,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:09,4,南岸,area,60㎡以下,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=4&builtArea=0-60,ok,11
2026-07-01T19:46:10,4,南岸,area,60㎡以下,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=4&builtArea=0-60,ok,8
2026-07-01T19:46:11,4,南岸,area,60㎡以下,12,https://m.daojiale.com/cq/ershoufangPage?pageNo=12&areaId=4&builtArea=0-60,ok,9
2026-07-01T19:46:12,4,南岸,area,60㎡以下,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=4&builtArea=0-60,ok,9
2026-07-01T19:46:13,4,南岸,area,60㎡以下,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=4&builtArea=0-60,ok,8
2026-07-01T19:46:14,4,南岸,area,60㎡以下,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:15,4,南岸,area,60㎡以下,16,https://m.daojiale.com/cq/ershoufangPage?pageNo=16&areaId=4&builtArea=0-60,ok,7
2026-07-01T19:46:17,4,南岸,area,60㎡以下,17,https://m.daojiale.com/cq/ershoufangPage?pageNo=17&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:18,4,南岸,area,60㎡以下,18,https://m.daojiale.com/cq/ershoufangPage?pageNo=18&areaId=4&builtArea=0-60,ok,12
2026-07-01T19:46:19,4,南岸,area,60㎡以下,19,https://m.daojiale.com/cq/ershoufangPage?pageNo=19&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:20,4,南岸,area,60㎡以下,20,https://m.daojiale.com/cq/ershoufangPage?pageNo=20&areaId=4&builtArea=0-60,ok,11
2026-07-01T19:46:21,4,南岸,area,60㎡以下,21,https://m.daojiale.com/cq/ershoufangPage?pageNo=21&areaId=4&builtArea=0-60,ok,10
2026-07-01T19:46:22,4,南岸,area,60㎡以下,22,https://m.daojiale.com/cq/ershoufangPage?pageNo=22&areaId=4&builtArea=0-60,ok,9
2026-07-01T19:46:24,4,南岸,area,60㎡以下,23,https://m.daojiale.com/cq/ershoufangPage?pageNo=23&areaId=4&builtArea=0-60,ok,6
2026-07-01T19:46:25,4,南岸,area,60㎡以下,24,https://m.daojiale.com/cq/ershoufangPage?pageNo=24&areaId=4&builtArea=0-60,ok,11
2026-07-01T19:46:26,4,南岸,area,60㎡以下,25,https://m.daojiale.com/cq/ershoufangPage?pageNo=25&areaId=4&builtArea=0-60,ok,13
2026-07-01T19:46:27,4,南岸,area,60㎡以下,26,https://m.daojiale.com/cq/ershoufangPage?pageNo=26&areaId=4&builtArea=0-60,ok,11
2026-07-01T19:46:28,4,南岸,area,60㎡以下,27,https://m.daojiale.com/cq/ershoufangPage?pageNo=27&areaId=4&builtArea=0-60,ok,9
2026-07-01T19:46:29,4,南岸,area,60㎡以下,28,https://m.daojiale.com/cq/ershoufangPage?pageNo=28&areaId=4&builtArea=0-60,ok,20
2026-07-01T19:46:30,4,南岸,area,60㎡以下,29,https://m.daojiale.com/cq/ershoufangPage?pageNo=29&areaId=4&builtArea=0-60,ok,20
2026-07-01T19:46:31,4,南岸,area,60㎡以下,30,https://m.daojiale.com/cq/ershoufangPage?pageNo=30&areaId=4&builtArea=0-60,ok,5
2026-07-01T19:46:33,4,南岸,area,60-80㎡,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&builtArea=60-80,ok,0
2026-07-01T19:46:34,4,南岸,area,60-80㎡,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&builtArea=60-80,ok,0
2026-07-01T19:46:35,4,南岸,area,60-80㎡,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&builtArea=60-80,ok,7
2026-07-01T19:46:36,4,南岸,area,60-80㎡,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=4&builtArea=60-80,ok,20
2026-07-01T19:46:37,4,南岸,area,60-80㎡,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=4&builtArea=60-80,ok,18
2026-07-01T19:46:38,4,南岸,area,60-80㎡,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=4&builtArea=60-80,ok,20
2026-07-01T19:46:39,4,南岸,area,60-80㎡,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=4&builtArea=60-80,ok,18
2026-07-01T19:46:40,4,南岸,area,60-80㎡,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=4&builtArea=60-80,ok,19
2026-07-01T19:46:41,4,南岸,area,60-80㎡,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=4&builtArea=60-80,ok,20
2026-07-01T19:46:43,4,南岸,area,60-80㎡,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=4&builtArea=60-80,ok,19
2026-07-01T19:46:44,4,南岸,area,60-80㎡,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=4&builtArea=60-80,ok,19
2026-07-01T19:46:45,4,南岸,area,60-80㎡,12,https://m.daojiale.com/cq/ershoufangPage?pageNo=12&areaId=4&builtArea=60-80,ok,19
2026-07-01T19:46:46,4,南岸,area,60-80㎡,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=4&builtArea=60-80,ok,19
2026-07-01T19:46:47,4,南岸,area,60-80㎡,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=4&builtArea=60-80,ok,18
2026-07-01T19:46:49,4,南岸,area,60-80㎡,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=4&builtArea=60-80,ok,16
2026-07-01T19:46:50,4,南岸,area,60-80㎡,16,https://m.daojiale.com/cq/ershoufangPage?pageNo=16&areaId=4&builtArea=60-80,ok,18
2026-07-01T19:46:51,4,南岸,area,60-80㎡,17,https://m.daojiale.com/cq/ershoufangPage?pageNo=17&areaId=4&builtArea=60-80,ok,20
2026-07-01T19:46:52,4,南岸,area,60-80㎡,18,https://m.daojiale.com/cq/ershoufangPage?pageNo=18&areaId=4&builtArea=60-80,ok,20
2026-07-01T19:46:53,4,南岸,area,60-80㎡,19,https://m.daojiale.com/cq/ershoufangPage?pageNo=19&areaId=4&builtArea=60-80,ok,10
2026-07-01T19:46:54,4,南岸,area,80-110㎡,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&builtArea=80-110,ok,0
2026-07-01T19:46:55,4,南岸,area,80-110㎡,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&builtArea=80-110,ok,0
2026-07-01T19:46:56,4,南岸,area,80-110㎡,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&builtArea=80-110,ok,0
2026-07-01T19:46:57,4,南岸,area,110-150㎡,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&builtArea=110-150,ok,0
2026-07-01T19:46:58,4,南岸,area,110-150㎡,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&builtArea=110-150,ok,0
2026-07-01T19:46:59,4,南岸,area,110-150㎡,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&builtArea=110-150,ok,0
2026-07-01T19:46:59,4,南岸,area,150-200㎡,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&builtArea=150-200,ok,0
2026-07-01T19:47:00,4,南岸,area,150-200㎡,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&builtArea=150-200,ok,1
2026-07-01T19:47:01,4,南岸,area,150-200㎡,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&builtArea=150-200,ok,1
2026-07-01T19:47:02,4,南岸,area,150-200㎡,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=4&builtArea=150-200,ok,1
2026-07-01T19:47:03,4,南岸,area,150-200㎡,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=4&builtArea=150-200,ok,1
2026-07-01T19:47:04,4,南岸,area,150-200㎡,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=4&builtArea=150-200,ok,2
2026-07-01T19:47:05,4,南岸,area,150-200㎡,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=4&builtArea=150-200,ok,0
2026-07-01T19:47:07,4,南岸,area,150-200㎡,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=4&builtArea=150-200,ok,2
2026-07-01T19:47:08,4,南岸,area,150-200㎡,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=4&builtArea=150-200,ok,3
2026-07-01T19:47:09,4,南岸,area,150-200㎡,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=4&builtArea=150-200,ok,4
2026-07-01T19:47:10,4,南岸,area,150-200㎡,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=4&builtArea=150-200,ok,1
2026-07-01T19:47:11,4,南岸,area,150-200㎡,12,https://m.daojiale.com/cq/ershoufangPage?pageNo=12&areaId=4&builtArea=150-200,ok,0
2026-07-01T19:47:13,4,南岸,area,150-200㎡,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=4&builtArea=150-200,ok,2
2026-07-01T19:47:14,4,南岸,area,150-200㎡,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=4&builtArea=150-200,ok,4
2026-07-01T19:47:15,4,南岸,area,150-200㎡,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=4&builtArea=150-200,ok,11
2026-07-01T19:47:16,4,南岸,area,150-200㎡,16,https://m.daojiale.com/cq/ershoufangPage?pageNo=16&areaId=4&builtArea=150-200,ok,14
2026-07-01T19:47:17,4,南岸,area,150-200㎡,17,https://m.daojiale.com/cq/ershoufangPage?pageNo=17&areaId=4&builtArea=150-200,ok,17
2026-07-01T19:47:18,4,南岸,area,150-200㎡,18,https://m.daojiale.com/cq/ershoufangPage?pageNo=18&areaId=4&builtArea=150-200,ok,11
2026-07-01T19:47:19,4,南岸,area,150-200㎡,19,https://m.daojiale.com/cq/ershoufangPage?pageNo=19&areaId=4&builtArea=150-200,ok,9
2026-07-01T19:47:20,4,南岸,area,150-200㎡,20,https://m.daojiale.com/cq/ershoufangPage?pageNo=20&areaId=4&builtArea=150-200,ok,12
2026-07-01T19:47:21,4,南岸,area,150-200㎡,21,https://m.daojiale.com/cq/ershoufangPage?pageNo=21&areaId=4&builtArea=150-200,ok,12
2026-07-01T19:47:23,4,南岸,area,150-200㎡,22,https://m.daojiale.com/cq/ershoufangPage?pageNo=22&areaId=4&builtArea=150-200,ok,12
2026-07-01T19:47:24,4,南岸,area,150-200㎡,23,https://m.daojiale.com/cq/ershoufangPage?pageNo=23&areaId=4&builtArea=150-200,ok,14
2026-07-01T19:47:25,4,南岸,area,150-200㎡,24,https://m.daojiale.com/cq/ershoufangPage?pageNo=24&areaId=4&builtArea=150-200,ok,12
2026-07-01T19:47:26,4,南岸,area,150-200㎡,25,https://m.daojiale.com/cq/ershoufangPage?pageNo=25&areaId=4&builtArea=150-200,ok,12
2026-07-01T19:47:27,4,南岸,area,150-200㎡,26,https://m.daojiale.com/cq/ershoufangPage?pageNo=26&areaId=4&builtArea=150-200,ok,9
2026-07-01T19:47:28,4,南岸,area,150-200㎡,27,https://m.daojiale.com/cq/ershoufangPage?pageNo=27&areaId=4&builtArea=150-200,ok,14
2026-07-01T19:47:29,4,南岸,area,150-200㎡,28,https://m.daojiale.com/cq/ershoufangPage?pageNo=28&areaId=4&builtArea=150-200,ok,11
2026-07-01T19:47:30,4,南岸,area,150-200㎡,29,https://m.daojiale.com/cq/ershoufangPage?pageNo=29&areaId=4&builtArea=150-200,ok,9
2026-07-01T19:47:32,4,南岸,area,150-200㎡,30,https://m.daojiale.com/cq/ershoufangPage?pageNo=30&areaId=4&builtArea=150-200,ok,9
2026-07-01T19:47:33,4,南岸,area,200㎡及以上,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=4&builtArea=200-%2A,ok,0
2026-07-01T19:47:34,4,南岸,area,200㎡及以上,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=4&builtArea=200-%2A,ok,0
2026-07-01T19:47:35,4,南岸,area,200㎡及以上,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=4&builtArea=200-%2A,ok,0
2026-07-01T19:47:35,5,九龙坡,base,不限,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=5,ok,20
2026-07-01T19:47:36,5,九龙坡,base,不限,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=5,ok,20
2026-07-01T19:47:37,5,九龙坡,base,不限,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=5,ok,20
2026-07-01T19:47:38,5,九龙坡,base,不限,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=5,ok,20
2026-07-01T19:47:40,5,九龙坡,base,不限,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=5,ok,20
2026-07-01T19:47:41,5,九龙坡,base,不限,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=5,ok,20
2026-07-01T19:47:42,5,九龙坡,base,不限,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=5,ok,20
2026-07-01T19:47:43,5,九龙坡,base,不限,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=5,ok,20
2026-07-01T19:47:44,5,九龙坡,base,不限,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=5,ok,20
2026-07-01T19:47:45,5,九龙坡,base,不限,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=5,ok,20
2026-07-01T19:47:46,5,九龙坡,base,不限,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=5,ok,20
2026-07-01T19:47:47,5,九龙坡,base,不限,12,https://m.daojiale.com/cq/ershoufangPage?pageNo=12&areaId=5,ok,20
2026-07-01T19:47:48,5,九龙坡,base,不限,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=5,ok,20
2026-07-01T19:47:50,5,九龙坡,base,不限,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=5,ok,20
2026-07-01T19:47:51,5,九龙坡,base,不限,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=5,ok,20
2026-07-01T19:47:52,5,九龙坡,price,100万以下,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=5&saletotal=0-100,ok,0
2026-07-01T19:47:53,5,九龙坡,price,100万以下,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=5&saletotal=0-100,ok,0
2026-07-01T19:47:54,5,九龙坡,price,100万以下,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=5&saletotal=0-100,ok,0
2026-07-01T19:47:54,5,九龙坡,price,100-150万,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=5&saletotal=100-150,ok,0
2026-07-01T19:47:55,5,九龙坡,price,100-150万,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=5&saletotal=100-150,ok,0
2026-07-01T19:47:56,5,九龙坡,price,100-150万,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=5&saletotal=100-150,ok,16
2026-07-01T19:47:58,5,九龙坡,price,100-150万,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:47:59,5,九龙坡,price,100-150万,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:00,5,九龙坡,price,100-150万,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:01,5,九龙坡,price,100-150万,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:02,5,九龙坡,price,100-150万,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:03,5,九龙坡,price,100-150万,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:04,5,九龙坡,price,100-150万,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:05,5,九龙坡,price,100-150万,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:06,5,九龙坡,price,100-150万,12,https://m.daojiale.com/cq/ershoufangPage?pageNo=12&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:08,5,九龙坡,price,100-150万,13,https://m.daojiale.com/cq/ershoufangPage?pageNo=13&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:09,5,九龙坡,price,100-150万,14,https://m.daojiale.com/cq/ershoufangPage?pageNo=14&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:10,5,九龙坡,price,100-150万,15,https://m.daojiale.com/cq/ershoufangPage?pageNo=15&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:11,5,九龙坡,price,100-150万,16,https://m.daojiale.com/cq/ershoufangPage?pageNo=16&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:12,5,九龙坡,price,100-150万,17,https://m.daojiale.com/cq/ershoufangPage?pageNo=17&areaId=5&saletotal=100-150,ok,20
2026-07-01T19:48:13,5,九龙坡,price,100-150万,18,https://m.daojiale.com/cq/ershoufangPage?pageNo=18&areaId=5&saletotal=100-150,ok,4
2026-07-01T19:48:14,5,九龙坡,price,150-200万,1,https://m.daojiale.com/cq/ershoufangPage?pageNo=1&areaId=5&saletotal=150-200,ok,9
2026-07-01T19:48:15,5,九龙坡,price,150-200万,2,https://m.daojiale.com/cq/ershoufangPage?pageNo=2&areaId=5&saletotal=150-200,ok,17
2026-07-01T19:48:17,5,九龙坡,price,150-200万,3,https://m.daojiale.com/cq/ershoufangPage?pageNo=3&areaId=5&saletotal=150-200,ok,16
2026-07-01T19:48:18,5,九龙坡,price,150-200万,4,https://m.daojiale.com/cq/ershoufangPage?pageNo=4&areaId=5&saletotal=150-200,ok,19
2026-07-01T19:48:19,5,九龙坡,price,150-200万,5,https://m.daojiale.com/cq/ershoufangPage?pageNo=5&areaId=5&saletotal=150-200,ok,20
2026-07-01T19:48:20,5,九龙坡,price,150-200万,6,https://m.daojiale.com/cq/ershoufangPage?pageNo=6&areaId=5&saletotal=150-200,ok,20
2026-07-01T19:48:21,5,九龙坡,price,150-200万,7,https://m.daojiale.com/cq/ershoufangPage?pageNo=7&areaId=5&saletotal=150-200,ok,20
2026-07-01T19:48:22,5,九龙坡,price,150-200万,8,https://m.daojiale.com/cq/ershoufangPage?pageNo=8&areaId=5&saletotal=150-200,ok,20
2026-07-01T19:48:23,5,九龙坡,price,150-200万,9,https://m.daojiale.com/cq/ershoufangPage?pageNo=9&areaId=5&saletotal=150-200,ok,20
2026-07-01T19:48:24,5,九龙坡,price,150-200万,10,https://m.daojiale.com/cq/ershoufangPage?pageNo=10&areaId=5&saletotal=150-200,ok,20
2026-07-01T19:48:25,5,九龙坡,price,150-200万,11,https://m.daojiale.com/cq/ershoufangPage?pageNo=11&areaId=5&saletotal=150-200,ok,20
